Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2019-01-02,37.66718673706055,37.88901287019494,36.78704481309749,36.9444693411881,148158800
2019-01-03,33.915260314941406,34.7572381295252,33.86994079774523,34.3422107841645,365248800
2019-01-04,35.363075256347656,35.43224829276365,34.2992750451496,34.473394125186296,234428400
2019-01-07,35.28436279296875,35.499033590805276,34.800166098962414,35.46802473744808,219111200
2019-01-08,35.956993103027344,36.21221198181423,35.42509299692517,35.67315290682018,164101200
2019-01-09,36.567604064941406,36.85859957931004,35.68984972880673,36.08579128285842,180396400
2019-01-10,36.68448257446289,36.725030654714004,35.98323116880231,36.37440495188372,143122800
2019-01-11,36.32431411743164,36.66062916232733,36.138268271220596,36.46504408995487,108092800
2019-01-14,35.77809524536133,36.08101747084215,35.592049441248335,35.98083924089946,129756800
2019-01-15,36.5103645324707,36.58668926231533,35.79003101446399,35.8425058585296,114843600
2019-01-16,36.956390380859375,37.180600375929615,36.49365973393336,36.512741822826186,122278800
2019-01-17,37.17582321166992,37.60516104671784,36.555668156652295,36.779878117151526,119284800
2019-01-18,37.40481948852539,37.65765085879503,37.20445932608062,37.5670118243447,135004000
2019-01-22,36.565208435058594,37.383332339976725,36.403012535710424,37.30700764110473,121576000
2019-01-23,36.71310043334961,37.00409593671052,36.18358426425264,36.76795916739868,92522400
2019-01-24,36.4221076965332,36.846674222629616,36.19312987817438,36.758422734255575,101766000
2019-01-25,37.629024505615234,37.717279639931625,36.8085163508175,37.085197598121155,134142000
2019-01-28,37.28079605102539,37.28795138276506,36.65110138116845,37.159148132374995,104768400
2019-01-29,36.89437484741211,37.7172740562397,36.75841996043398,37.26885403978137,166348800
2019-01-30,39.41554641723633,39.63021359546392,38.21817146161812,38.93850500825314,244439200
2019-01-31,39.699378967285156,40.30999127047661,39.25095896483175,39.62066671326708,162958400
2019-02-01,39.71845626831055,40.30521497910826,39.577726330769984,39.823405927682096,130672400
2019-02-04,40.84666061401367,40.94445495233008,39.89973335854342,39.930742207164776,125982000
2019-02-05,41.54552459716797,41.76019536344644,41.10903501542785,41.230679235310284,144406400
2019-02-06,41.55983352661133,41.87706638328092,41.228290015278354,41.65762421332307,112958400
2019-02-07,40.77272033691406,41.48828228416903,40.62960649164856,41.12095844643784,126966800
2019-02-08,40.82063674926758,40.88052266539931,40.34394354100636,40.4804851842569,95280000
2019-02-11,40.58586883544922,41.01225978981382,40.54275274357416,40.973931938050356,83973600
2019-02-12,40.93560791015625,40.96195785381189,40.650550425648554,40.746370064007905,89134000
2019-02-13,40.765533447265625,41.31648453065105,40.70325341893869,41.055382849595446,89960800
2019-02-14,40.91404724121094,41.024235249333614,40.573895770902965,40.65294559680587,87342800
2019-02-15,40.82303237915039,41.1296479886677,40.66253855660199,41.021854066675054,98507200
2019-02-19,40.94519805908203,41.06736767097215,40.60025824207381,40.652958142272226,75891200
2019-02-20,41.20870590209961,41.51771934810376,40.95958204130491,41.00749005432538,104457600
2019-02-21,40.976348876953125,41.29015057083254,40.79429696241355,41.15361254871464,68998800
2019-02-22,41.43385696411133,41.441042979730874,41.052983515694336,41.10089150487306,75652800
2019-02-25,41.73568344116211,42.12853482753936,41.668611520693716,41.718917288617774,87493600
2019-02-26,41.7596435546875,41.992001179873725,41.481772052691156,41.611127666272104,68280800
2019-02-27,41.88899612426758,41.92013796783325,41.3763728690382,41.49135645059792,111341600
2019-02-28,41.47697448730469,41.898573578956274,41.42188048060764,41.757243726707344,112861600
2019-03-01,41.91294479370117,41.956060888063966,41.4146936574631,41.74765912168646,103544800
2019-03-04,42.12375259399414,42.57888406995493,41.67340935935998,42.08542473250484,109744800
2019-03-05,42.04709243774414,42.1596782345321,41.809942931822455,42.145306201775455,78949600
2019-03-06,41.80514907836914,42.03750665712777,41.66621335513186,41.8410791554369,83241600
2019-03-07,41.32126998901367,41.78598514646697,41.206290087267504,41.64944354333794,99185600
2019-03-08,41.419490814208984,41.45781867305242,40.602646141444055,40.79907367665731,95997600
2019-03-11,42.85435485839844,42.90705475053342,42.003977877888914,42.03751384059792,128044000
2019-03-12,43.33583068847656,43.757426080754286,42.966931521981664,43.11784514965185,129870400
2019-03-13,43.5274772644043,43.908350782047165,43.33823573830651,43.65682922421182,124130000
2019-03-14,44.011348724365234,44.09998235016081,43.73108312474761,44.05207070155969,94318000
2019-03-15,44.58386993408203,44.873719404132004,44.01375844350781,44.27965208275655,156171600
2019-03-18,45.03899383544922,45.127623807917495,44.50480891478156,44.50720669034818,104879200
2019-03-19,44.682071685791016,45.271350606371485,44.53594992962055,45.11804283392589,126585600
2019-03-20,45.07253646850586,45.391129978639086,44.250899804447286,44.610215298637904,124140800
2019-03-21,46.732566833496094,47.02960225648532,45.46777673422874,45.518082505798304,204136800
2019-03-22,45.76480484008789,47.35537417456332,45.70012704559544,46.792445260758115,169630800
2019-03-25,45.21146774291992,45.987586794024466,44.69884450164073,45.8750009912773,175381200
2019-03-26,44.744354248046875,46.203177772062595,44.21496485832889,45.91093424315701,199202000
2019-03-27,45.14678955078125,45.455799234199034,44.68686620643027,45.21386147671915,119393600
2019-03-28,45.20668029785156,45.407896097198545,44.92162275453689,45.26177431680809,83121600
2019-03-29,45.501304626464844,45.53244646311037,45.1635472840862,45.472560565035224,94256000
2019-04-01,45.81032180786133,45.91571792712544,45.125226929344564,45.9061377908816,111448000
2019-04-02,46.47624969482422,46.58164946228537,45.764804919606654,45.774385055218936,91062800
2019-04-03,46.79484176635742,47.07031543278642,46.26784294426612,46.29179876532304,93087200
2019-04-04,46.87630081176758,47.03918875096756,46.26546372947506,46.66070931823395,76457200
2019-04-05,47.19009780883789,47.21405363526623,46.933784355609184,47.05834807377388,74106400
2019-04-08,47.932682037353516,47.963820223892334,47.03199564527109,47.05115957437345,103526800
2019-04-09,47.78895568847656,48.59142833628125,47.72427788290095,47.98538322572627,143072800
2019-04-10,48.0572395324707,48.08598725216494,47.47275251901036,47.5925243281573,86781200
2019-04-11,47.65720748901367,48.14827269278017,47.53504154579498,48.1123426080529,83603200
2019-04-12,47.638038635253906,47.94226005670454,47.00085538268717,47.717088468629846,111042800
2019-04-15,47.72426986694336,47.87278938276906,47.432026385823875,47.568567990755454,70146400
2019-04-16,47.72907257080078,48.23690394243434,47.56378686640977,47.77937834588998,102785600
2019-04-17,48.65849685668945,48.71838276188199,47.57575866736756,47.79853248021393,115627200
2019-04-18,48.83336639404297,48.90283244109063,48.51237879500945,48.65610278532575,96783200
2019-04-22,48.99386215209961,49.09207592525334,48.469260976881294,48.58663868053912,77758000
2019-04-23,49.70050811767578,49.76518591703758,48.84294153906798,48.96989936235323,93292000
2019-04-24,49.62385940551758,49.940055097317824,49.59750945993875,49.671767400621164,70162400
2019-04-25,49.17351531982422,49.76758248967233,49.135187462377075,49.54480867165891,74172800
2019-04-26,48.93876266479492,49.10644246902589,48.41655566859494,49.08248664478764,74596400
2019-04-29,49.01302719116211,49.33880670680806,48.83336945066205,48.96272141555781,88818800
2019-04-30,48.0692138671875,48.72316687302299,47.69552643528151,48.641722926098915,186139600
2019-05-01,50.42872619628906,51.57613857993993,50.11971286557231,50.27541841873172,259309200
2019-05-02,50.10054397583008,50.93894660089634,49.85621212822972,50.26582964959497,127985200
2019-05-03,50.72336196899414,50.74492001774366,50.359254640038046,50.5173543078257,83569600
2019-05-06,49.940059661865234,50.02629552299198,48.747133295566954,48.936371172823556,129772400
2019-05-07,48.59382247924805,49.6861408820944,48.107549187236586,49.3172452883824,155054800
2019-05-08,48.6034049987793,49.187892088109535,48.32793126404143,48.363861349391236,105358000
2019-05-09,48.08119583129883,48.31115566025096,47.10864931624228,48.00454011821773,139634400
2019-05-10,47.41510772705078,47.81668937591435,46.35465492765193,47.47282091670573,164834800
2019-05-13,44.659366607666016,45.563517867734376,43.96923004047758,45.137895491396044,229722400
2019-05-14,45.366336822509766,45.61641996040873,44.58482197139578,44.825288079430855,146118800
2019-05-15,45.9097900390625,46.10937735396515,44.731507548292626,44.79162407678541,106178800
2019-05-16,45.707801818847656,46.28251571508548,45.40962250071928,45.66692301760151,132125600
2019-05-17,45.448097229003906,45.90498139483426,44.90945179277733,44.95033059336452,131516400
2019-05-20,44.026939392089844,44.329929040318554,43.35123020710624,44.13034172783792,154449200
2019-05-21,44.8709831237793,45.20763425158095,44.4140952569375,44.53913867693045,113459200
2019-05-22,43.952396392822266,44.656964020759766,43.89709021351947,44.40447386509313,118994400
2019-05-23,43.20214080810547,43.41374848300139,42.7572770512826,43.23580591564947,146118800
2019-05-24,43.036224365234375,43.798501570942584,42.95205975050922,43.331996683151345,94858800
2019-05-28,42.8582763671875,43.42577656810654,42.78132911529811,43.02419858026453,111792800
2019-05-29,42.65387725830078,43.12759576068828,42.32203287185921,42.42302819181503,113924800
2019-05-30,42.87510299682617,43.09873469103787,42.48314211045631,42.790938400747095,84873600
2019-05-31,42.098411560058594,42.80057229306881,42.07917382733227,42.37734951153441,108174400
2019-06-03,41.672767639160156,42.783719627747885,40.94415579349928,42.225840293848094,161584400
2019-06-04,43.19733810424805,43.243027258834694,41.96615261704751,42.187381029952476,123872000
2019-06-05,43.89467239379883,44.483817168335285,43.558021381967286,44.31308465355018,119093600
2019-06-06,44.53913879394531,44.59925532901227,43.80090598209646,44.02454140054104,90105200
2019-06-07,45.724632263183594,46.15025833239398,44.67139312932352,44.849335713763274,122737600
2019-06-10,46.30896759033203,46.979866476178515,46.078118491898756,46.12380764351111,104883600
2019-06-11,46.84520721435547,47.13136250233804,46.55424524550843,46.85723125496067,107731600
